2026-06-19T09:57:34.663328699Z I0619 09:57:34.663083      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.003482059387830024 seatDemandStdev=0.06181148149036363 seatDemandSmoothed=0.1796405769181238 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:01:45.429098761Z I0619 12:01:45.428442      10 trace.go:236] Trace[269247162]: "Update" accept:application/vnd.kubernetes.protobuf,application/json,audit-id:5f4c56bb-fab3-4740-97d3-8310d1073af7,client:202.47.35.113,api-group:,api-version:v1,name:sh.helm.release.v1.kubentic.v1,subresource:,namespace:kubentic-foresight,protocol:HTTP/2.0,resource:secrets,scope:resource,url:/api/v1/namespaces/kubentic-foresight/secrets/sh.helm.release.v1.kubentic.v1,user-agent:Helm/4.0.4,verb:PUT (19-Jun-2026 12:01:44.835) (total time: 593ms):
2026-06-19T12:01:45.429128595Z Trace[269247162]: ---"limitedReadBody succeeded" len:161765 575ms (12:01:45.411)
2026-06-19T12:01:45.429133999Z Trace[269247162]: [593.175824ms] [593.175824ms] END
2026-06-19T12:01:50.167919750Z I0619 12:01:50.167497      10 trace.go:236] Trace[1229611191]: "Update" accept:application/vnd.kubernetes.protobuf,application/json,audit-id:820bb14a-f5d0-4924-99fc-878e7c0cc110,client:202.47.35.113,api-group:,api-version:v1,name:sh.helm.release.v1.kubentic.v1,subresource:,namespace:kubentic-foresight,protocol:HTTP/2.0,resource:secrets,scope:resource,url:/api/v1/namespaces/kubentic-foresight/secrets/sh.helm.release.v1.kubentic.v1,user-agent:Helm/4.0.4,verb:PUT (19-Jun-2026 12:01:49.551) (total time: 616ms):
2026-06-19T12:01:50.168039557Z Trace[1229611191]: ---"limitedReadBody succeeded" len:161801 599ms (12:01:50.150)
2026-06-19T12:01:50.168045249Z Trace[1229611191]: [616.131319ms] [616.131319ms] END
2026-06-19T12:01:53.399662375Z I0619 12:01:53.399452      10 trace.go:236] Trace[2111496692]: "Update" accept:application/vnd.kubernetes.protobuf,application/json,audit-id:d61ec74b-259f-4dcc-b3a1-4fa19c5f79ac,client:202.47.35.113,api-group:,api-version:v1,name:sh.helm.release.v1.kubentic.v1,subresource:,namespace:kubentic-foresight,protocol:HTTP/2.0,resource:secrets,scope:resource,url:/api/v1/namespaces/kubentic-foresight/secrets/sh.helm.release.v1.kubentic.v1,user-agent:Helm/4.0.4,verb:PUT (19-Jun-2026 12:01:52.711) (total time: 688ms):
2026-06-19T12:01:53.399680569Z Trace[2111496692]: ---"limitedReadBody succeeded" len:161825 674ms (12:01:53.385)
2026-06-19T12:01:53.399685012Z Trace[2111496692]: [688.356939ms] [688.356939ms] END
2026-06-19T12:02:02.068107059Z I0619 12:02:02.052952      10 trace.go:236] Trace[1900875303]: "Update" accept:application/vnd.kubernetes.protobuf,application/json,audit-id:82bd07d2-6ad1-4a6a-8705-ee1537187e8c,client:202.47.35.113,api-group:,api-version:v1,name:sh.helm.release.v1.kubentic.v1,subresource:,namespace:kubentic-foresight,protocol:HTTP/2.0,resource:secrets,scope:resource,url:/api/v1/namespaces/kubentic-foresight/secrets/sh.helm.release.v1.kubentic.v1,user-agent:Helm/4.0.4,verb:PUT (19-Jun-2026 12:02:00.950) (total time: 1102ms):
2026-06-19T12:02:02.068130565Z Trace[1900875303]: ---"limitedReadBody succeeded" len:161837 834ms (12:02:01.784)
2026-06-19T12:02:02.068134507Z Trace[1900875303]: [1.102742677s] [1.102742677s] END
2026-06-19T12:02:05.433772310Z I0619 12:02:05.433508      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=10 seatDemandAvg=0.14911871689474177 seatDemandStdev=0.5621879541177913 seatDemandSmoothed=1.9725985028512953 fairFrac=2.3333333333333335 currentCL=10 concurrencyDenominator=10 backstop=false
2026-06-19T12:02:15.434688223Z I0619 12:02:15.434456      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=15 seatDemandAvg=0.022709141514809544 seatDemandStdev=0.3416876496619429 seatDemandSmoothed=1.9356098634827807 fairFrac=2.3333333333333335 currentCL=15 concurrencyDenominator=15 backstop=false
2026-06-19T12:02:25.435542690Z I0619 12:02:25.435367      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.005695719441935324 seatDemandStdev=0.09224295777306966 seatDemandSmoothed=1.893343426198622 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:02:45.437646663Z I0619 12:02:45.437405      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002309437560438318 seatDemandStdev=0.04800108393143591 seatDemandSmoothed=1.8096112723327853 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:03:05.438274442Z I0619 12:03:05.438073      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.011227230369390552 seatDemandStdev=0.10724265006311552 seatDemandSmoothed=1.731389732237256 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:03:15.439228220Z I0619 12:03:15.438809      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0037282850837149074 seatDemandStdev=0.06094575435622613 seatDemandSmoothed=1.6930552713029177 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:03:33.251204052Z I0619 12:03:33.250968      10 trace.go:236] Trace[104532108]: "Patch" accept:application/json,audit-id:770171ca-ee8d-4f9e-8e95-9bc3931cf7e1,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:vmdistributed.operator.victoriametrics.com,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:resource,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions/vmdistributed.operator.victoriametrics.com,user-agent:Helm/4.0.4,verb:APPLY (19-Jun-2026 12:03:31.396) (total time: 1854ms):
2026-06-19T12:03:33.251228205Z Trace[104532108]: ---"limitedReadBody succeeded" len:234330 931ms (12:03:32.327)
2026-06-19T12:03:33.251231536Z Trace[104532108]: ["GuaranteedUpdate etcd3" audit-id:770171ca-ee8d-4f9e-8e95-9bc3931cf7e1,key:/apiextensions.k8s.io/customresourcedefinitions/vmdistributed.operator.victoriametrics.com,type:*apiextensions.CustomResourceDefinition,group:apiextensions.k8s.io,resource:customresourcedefinitions 918ms (12:03:32.332)
2026-06-19T12:03:33.251234257Z Trace[104532108]:  ---"About to Encode" 804ms (12:03:33.151)]
2026-06-19T12:03:33.251236037Z Trace[104532108]: ---"About to check admission control" 361ms (12:03:32.708)
2026-06-19T12:03:33.251237739Z Trace[104532108]: ---"Object stored in database" 524ms (12:03:33.233)
2026-06-19T12:03:33.251239804Z Trace[104532108]: [1.854482751s] [1.854482751s] END
2026-06-19T12:03:35.440678285Z I0619 12:03:35.440386      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=6 seatDemandAvg=0.740891291516636 seatDemandStdev=0.9147052125991201 seatDemandSmoothed=1.655596504115756 fairFrac=2.3333333333333335 currentCL=6 concurrencyDenominator=6 backstop=false
2026-06-19T12:03:45.441765558Z I0619 12:03:45.441472      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0022958711581497963 seatDemandStdev=0.04786021451868945 seatDemandSmoothed=1.618671374491661 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:04:03.088430232Z I0619 12:04:03.080396      10 cidrallocator.go:242] syncing ServiceCIDR allocators
2026-06-19T12:04:03.093304439Z I0619 12:04:03.083469      10 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 100.64.0.0/13
2026-06-19T12:04:03.093336656Z I0619 12:04:03.083497      10 cidrallocator.go:244] syncing ServiceCIDR allocators took: 3.108701ms
2026-06-19T12:04:03.279011659Z I0619 12:04:03.275584      10 controller.go:231] Updating CRD OpenAPI spec because vmservicescrapes.operator.victoriametrics.com changed
2026-06-19T12:04:03.304503267Z I0619 12:04:03.301815      10 controller.go:231] Updating CRD OpenAPI spec because vlsingles.operator.victoriametrics.com changed
2026-06-19T12:04:03.333924551Z I0619 12:04:03.331420      10 controller.go:231] Updating CRD OpenAPI spec because vlclusters.operator.victoriametrics.com changed
2026-06-19T12:04:03.338136094Z I0619 12:04:03.337976      10 controller.go:231] Updating CRD OpenAPI spec because vmrules.operator.victoriametrics.com changed
2026-06-19T12:04:03.339022264Z I0619 12:04:03.338905      10 controller.go:231] Updating CRD OpenAPI spec because vmalerts.operator.victoriametrics.com changed
2026-06-19T12:04:03.372297697Z I0619 12:04:03.369125      10 controller.go:231] Updating CRD OpenAPI spec because ciliumclusterwidenetworkpolicies.cilium.io changed
2026-06-19T12:04:03.375510079Z I0619 12:04:03.375319      10 controller.go:231] Updating CRD OpenAPI spec because ciliumcidrgroups.cilium.io changed
2026-06-19T12:04:03.377511568Z I0619 12:04:03.375593      10 controller.go:231] Updating CRD OpenAPI spec because vmusers.operator.victoriametrics.com changed
2026-06-19T12:04:03.379209387Z I0619 12:04:03.379055      10 controller.go:231] Updating CRD OpenAPI spec because vmprobes.operator.victoriametrics.com changed
2026-06-19T12:04:03.390897482Z I0619 12:04:03.390676      10 controller.go:231] Updating CRD OpenAPI spec because vlogs.operator.victoriametrics.com changed
2026-06-19T12:04:03.393375439Z I0619 12:04:03.393137      10 controller.go:231] Updating CRD OpenAPI spec because vmstaticscrapes.operator.victoriametrics.com changed
2026-06-19T12:04:03.410567903Z I0619 12:04:03.409577      10 controller.go:231] Updating CRD OpenAPI spec because vlagents.operator.victoriametrics.com changed
2026-06-19T12:04:03.442389757Z I0619 12:04:03.441142      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagerconfigs.operator.victoriametrics.com changed
2026-06-19T12:04:03.444057367Z I0619 12:04:03.443858      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagers.operator.victoriametrics.com changed
2026-06-19T12:04:03.463917753Z I0619 12:04:03.462902      10 controller.go:231] Updating CRD OpenAPI spec because vmauths.operator.victoriametrics.com changed
2026-06-19T12:04:03.480307464Z I0619 12:04:03.479643      10 controller.go:231] Updating CRD OpenAPI spec because vtsingles.operator.victoriametrics.com changed
2026-06-19T12:04:03.480561394Z I0619 12:04:03.480442      10 controller.go:231] Updating CRD OpenAPI spec because vmsingles.operator.victoriametrics.com changed
2026-06-19T12:04:03.490796098Z I0619 12:04:03.490243      10 controller.go:231] Updating CRD OpenAPI spec because vtclusters.operator.victoriametrics.com changed
2026-06-19T12:04:03.490821947Z I0619 12:04:03.490276      10 controller.go:231] Updating CRD OpenAPI spec because vmnodescrapes.operator.victoriametrics.com changed
2026-06-19T12:04:03.510061655Z I0619 12:04:03.509803      10 controller.go:231] Updating CRD OpenAPI spec because vmdistributed.operator.victoriametrics.com changed
2026-06-19T12:04:03.510657981Z I0619 12:04:03.510440      10 controller.go:231] Updating CRD OpenAPI spec because ciliumpodippools.cilium.io changed
2026-06-19T12:04:03.520959965Z I0619 12:04:03.520307      10 controller.go:231] Updating CRD OpenAPI spec because ciliumloadbalancerippools.cilium.io changed
2026-06-19T12:04:03.562198319Z I0619 12:04:03.561878      10 controller.go:231] Updating CRD OpenAPI spec because kubenticagents.kubentic.io changed
2026-06-19T12:04:03.567776837Z I0619 12:04:03.567592      10 controller.go:231] Updating CRD OpenAPI spec because ciliumidentities.cilium.io changed
2026-06-19T12:04:03.613623479Z I0619 12:04:03.613304      10 controller.go:231] Updating CRD OpenAPI spec because vmagents.operator.victoriametrics.com changed
2026-06-19T12:04:03.627443098Z I0619 12:04:03.627239      10 controller.go:231] Updating CRD OpenAPI spec because vmclusters.operator.victoriametrics.com changed
2026-06-19T12:04:03.627724170Z I0619 12:04:03.627608      10 controller.go:231] Updating CRD OpenAPI spec because vmscrapeconfigs.operator.victoriametrics.com changed
2026-06-19T12:04:03.668920352Z I0619 12:04:03.668721      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodes.cilium.io changed
2026-06-19T12:04:03.670247584Z I0619 12:04:03.670051      10 controller.go:231] Updating CRD OpenAPI spec because ciliumendpoints.cilium.io changed
2026-06-19T12:04:03.670993354Z I0619 12:04:03.670851      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodeconfigs.cilium.io changed
2026-06-19T12:04:03.671282661Z I0619 12:04:03.671151      10 controller.go:231] Updating CRD OpenAPI spec because vmpodscrapes.operator.victoriametrics.com changed
2026-06-19T12:04:03.710103690Z I0619 12:04:03.709890      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnetworkpolicies.cilium.io changed
2026-06-19T12:04:03.710535070Z I0619 12:04:03.710410      10 controller.go:231] Updating CRD OpenAPI spec because ciliuml2announcementpolicies.cilium.io changed
2026-06-19T12:04:03.721461006Z I0619 12:04:03.721273      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalyconfigs.operator.victoriametrics.com changed
2026-06-19T12:04:03.728626697Z I0619 12:04:03.728372      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalies.operator.victoriametrics.com changed
2026-06-19T12:04:05.443344786Z I0619 12:04:05.443077      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.004244112860672128 seatDemandStdev=0.06516331105597045 seatDemandSmoothed=1.5479170590314626 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:04:15.444196014Z I0619 12:04:15.443907      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0025127410353307147 seatDemandStdev=0.050064230422728756 seatDemandSmoothed=1.5135242370172743 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:05:05.447299294Z I0619 12:05:05.447040      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.016634488424357406 seatDemandStdev=0.12888980057491486 seatDemandSmoothed=1.3553303341393617 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:05:15.448327401Z I0619 12:05:15.448080      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002962730823843753 seatDemandStdev=0.05435028104719606 seatDemandSmoothed=1.3254759357271904 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:05:35.450349269Z I0619 12:05:35.450082      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0030807512599646102 seatDemandStdev=0.058472462360797846 seatDemandSmoothed=1.2679841809372758 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:05:45.451168272Z I0619 12:05:45.450940      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002333816344900942 seatDemandStdev=0.048253182756883665 seatDemandSmoothed=1.2399840457550597 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:05:55.451578455Z I0619 12:05:55.451276      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=3 seatDemandAvg=0.005159593725616065 seatDemandStdev=0.07989824926347724 seatDemandSmoothed=1.2134207430914423 fairFrac=2.3333333333333335 currentCL=3 concurrencyDenominator=3 backstop=false
2026-06-19T12:06:05.452941301Z I0619 12:06:05.452668      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.014303510604517048 seatDemandStdev=0.12001870673748521 seatDemandSmoothed=1.188601476999205 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:06:15.453670224Z I0619 12:06:15.453407      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.00316710626851984 seatDemandStdev=0.05618786084559317 seatDemandSmoothed=1.1626288072718478 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:06:35.455714056Z I0619 12:06:35.455469      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.002952821147641855 seatDemandStdev=0.05429099211423187 seatDemandSmoothed=1.1123196806318754 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:06:45.456349440Z I0619 12:06:45.456118      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0024995445673856313 seatDemandStdev=0.04993292345077829 seatDemandSmoothed=1.08794227474176 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:06:55.457658677Z I0619 12:06:55.457412      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=3 seatDemandAvg=0.0045655760074912975 seatDemandStdev=0.08004480675112306 seatDemandSmoothed=1.0648656412261477 fairFrac=2.3333333333333335 currentCL=3 concurrencyDenominator=3 backstop=false
2026-06-19T12:07:05.458619285Z I0619 12:07:05.458384      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.01930460682554846 seatDemandStdev=0.1376710130608702 seatDemandSmoothed=1.043984170735334 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:07:15.459384395Z I0619 12:07:15.459150      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002905740954694628 seatDemandStdev=0.05382655129393707 seatDemandSmoothed=1.0212773775301398 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:07:35.460518874Z I0619 12:07:35.460300      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=3 seatDemandAvg=0.00407996206966774 seatDemandStdev=0.07225990414773864 seatDemandSmoothed=0.9781772869166898 fairFrac=2.3333333333333335 currentCL=3 concurrencyDenominator=3 backstop=false
2026-06-19T12:07:45.461627503Z I0619 12:07:45.461355      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.003842113182639277 seatDemandStdev=0.061865590993144697 seatDemandSmoothed=0.957190486513649 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:07:55.462042927Z I0619 12:07:55.461793      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.03258687739477022 seatDemandStdev=0.17833979548747755 seatDemandSmoothed=0.9400264188001268 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:08:05.462343534Z I0619 12:08:05.462081      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.004692801354120615 seatDemandStdev=0.06834309745373982 seatDemandSmoothed=0.9200856368403046 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:08:27.494567354Z I0619 12:08:27.493816      10 trace.go:236] Trace[1251503403]: "Patch" accept:application/json,audit-id:ab0f317e-e2ed-4ce2-a841-981be8dc07fb,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:vlagents.operator.victoriametrics.com,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:resource,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions/vlagents.operator.victoriametrics.com,user-agent:Helm/4.0.4,verb:APPLY (19-Jun-2026 12:08:26.825) (total time: 668ms):
2026-06-19T12:08:27.494601668Z Trace[1251503403]: ---"limitedReadBody succeeded" len:20393 467ms (12:08:27.292)
2026-06-19T12:08:27.494607819Z Trace[1251503403]: ---"About to check admission control" 99ms (12:08:27.393)
2026-06-19T12:08:27.494611396Z Trace[1251503403]: ---"Object stored in database" 96ms (12:08:27.490)
2026-06-19T12:08:27.494624003Z Trace[1251503403]: [668.306756ms] [668.306756ms] END
2026-06-19T12:08:29.295314384Z I0619 12:08:29.294940      10 trace.go:236] Trace[477120633]: "Patch" accept:application/json,audit-id:e714b7ec-68e6-4256-ad75-2198843bf21f,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:vlclusters.operator.victoriametrics.com,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:resource,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions/vlclusters.operator.victoriametrics.com,user-agent:Helm/4.0.4,verb:APPLY (19-Jun-2026 12:08:28.694) (total time: 600ms):
2026-06-19T12:08:29.295380606Z Trace[477120633]: ---"limitedReadBody succeeded" len:38265 392ms (12:08:29.086)
2026-06-19T12:08:29.295384310Z Trace[477120633]: ---"About to check admission control" 57ms (12:08:29.146)
2026-06-19T12:08:29.295386791Z Trace[477120633]: ---"Object stored in database" 131ms (12:08:29.278)
2026-06-19T12:08:29.295389416Z Trace[477120633]: [600.50107ms] [600.50107ms] END
2026-06-19T12:08:31.099187754Z I0619 12:08:31.098923      10 trace.go:236] Trace[2101565365]: "Patch" accept:application/json,audit-id:32026196-c548-4da1-839a-0dc176519615,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:vtclusters.operator.victoriametrics.com,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:resource,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions/vtclusters.operator.victoriametrics.com,user-agent:Helm/4.0.4,verb:APPLY (19-Jun-2026 12:08:30.220) (total time: 878ms):
2026-06-19T12:08:31.099202357Z Trace[2101565365]: ---"limitedReadBody succeeded" len:36696 390ms (12:08:30.611)
2026-06-19T12:08:31.099205259Z Trace[2101565365]: ---"About to check admission control" 227ms (12:08:30.846)
2026-06-19T12:08:31.099207948Z Trace[2101565365]: ---"Object stored in database" 249ms (12:08:31.095)
2026-06-19T12:08:31.099211081Z Trace[2101565365]: [878.642276ms] [878.642276ms] END
2026-06-19T12:08:31.128619988Z I0619 12:08:31.128338      10 trace.go:236] Trace[340026804]: "Patch" accept:application/json,audit-id:a5019c0c-031c-4008-bc78-b20cd2a2e3fd,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:vmagents.operator.victoriametrics.com,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:resource,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions/vmagents.operator.victoriametrics.com,user-agent:Helm/4.0.4,verb:APPLY (19-Jun-2026 12:08:30.611) (total time: 516ms):
2026-06-19T12:08:31.128645069Z Trace[340026804]: ---"About to check admission control" 280ms (12:08:30.930)
2026-06-19T12:08:31.128648475Z Trace[340026804]: ---"Object stored in database" 191ms (12:08:31.122)
2026-06-19T12:08:31.128651382Z Trace[340026804]: [516.805844ms] [516.805844ms] END
2026-06-19T12:08:32.258338874Z I0619 12:08:32.257811      10 trace.go:236] Trace[1261876649]: "Patch" accept:application/json,audit-id:3f0d6277-b28a-4a10-a395-e7cdee57bbf6,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:vmdistributed.operator.victoriametrics.com,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:resource,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions/vmdistributed.operator.victoriametrics.com,user-agent:Helm/4.0.4,verb:APPLY (19-Jun-2026 12:08:30.646) (total time: 1611ms):
2026-06-19T12:08:32.258357488Z Trace[1261876649]: ---"limitedReadBody succeeded" len:234330 897ms (12:08:31.543)
2026-06-19T12:08:32.258360685Z Trace[1261876649]: ["GuaranteedUpdate etcd3" audit-id:3f0d6277-b28a-4a10-a395-e7cdee57bbf6,key:/apiextensions.k8s.io/customresourcedefinitions/vmdistributed.operator.victoriametrics.com,type:*apiextensions.CustomResourceDefinition,group:apiextensions.k8s.io,resource:customresourcedefinitions 709ms (12:08:31.548)
2026-06-19T12:08:32.258364194Z Trace[1261876649]:  ---"About to Encode" 480ms (12:08:32.046)]
2026-06-19T12:08:32.258366992Z Trace[1261876649]: ---"About to check admission control" 235ms (12:08:31.800)
2026-06-19T12:08:32.258369184Z Trace[1261876649]: ---"Object stored in database" 401ms (12:08:32.201)
2026-06-19T12:08:32.258386893Z Trace[1261876649]: [1.611655159s] [1.611655159s] END
2026-06-19T12:08:35.465753518Z I0619 12:08:35.465210      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=5 seatDemandAvg=0.8434117235492434 seatDemandStdev=1.011816798486327 seatDemandSmoothed=1.8552285220355706 fairFrac=2.3333333333333335 currentCL=5 concurrencyDenominator=5 backstop=false
2026-06-19T12:08:45.466823118Z I0619 12:08:45.466515      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0070483868120642746 seatDemandStdev=0.08365827547476576 seatDemandSmoothed=1.8146445192613496 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:09:02.439761285Z I0619 12:09:02.439477      10 trace.go:236] Trace[940354746]: "Create" accept:application/vnd.kubernetes.protobuf,application/json,audit-id:2e1bdd65-1785-410d-96ef-7054b5db8691,client:202.47.35.113,api-group:,api-version:v1,name:,subresource:,namespace:kubentic-foresight,protocol:HTTP/2.0,resource:secrets,scope:resource,url:/api/v1/namespaces/kubentic-foresight/secrets,user-agent:Helm/4.0.4,verb:POST (19-Jun-2026 12:09:01.275) (total time: 1162ms):
2026-06-19T12:09:02.439783754Z Trace[940354746]: ---"limitedReadBody succeeded" len:161315 1088ms (12:09:02.363)
2026-06-19T12:09:02.439788469Z Trace[940354746]: [1.162549797s] [1.162549797s] END
2026-06-19T12:09:03.321314449Z I0619 12:09:03.321128      10 controller.go:231] Updating CRD OpenAPI spec because kubenticagents.kubentic.io changed
2026-06-19T12:09:03.349971906Z I0619 12:09:03.327099      10 controller.go:231] Updating CRD OpenAPI spec because ciliumidentities.cilium.io changed
2026-06-19T12:09:03.449421611Z I0619 12:09:03.390525      10 controller.go:231] Updating CRD OpenAPI spec because vmagents.operator.victoriametrics.com changed
2026-06-19T12:09:03.449450593Z I0619 12:09:03.398553      10 controller.go:231] Updating CRD OpenAPI spec because vmclusters.operator.victoriametrics.com changed
2026-06-19T12:09:03.538929392Z I0619 12:09:03.529974      10 controller.go:231] Updating CRD OpenAPI spec because vmscrapeconfigs.operator.victoriametrics.com changed
2026-06-19T12:09:03.640598371Z I0619 12:09:03.539942      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodes.cilium.io changed
2026-06-19T12:09:03.640625853Z I0619 12:09:03.542708      10 controller.go:231] Updating CRD OpenAPI spec because ciliumendpoints.cilium.io changed
2026-06-19T12:09:03.640630240Z I0619 12:09:03.543510      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodeconfigs.cilium.io changed
2026-06-19T12:09:03.640634294Z I0619 12:09:03.595036      10 controller.go:231] Updating CRD OpenAPI spec because vmpodscrapes.operator.victoriametrics.com changed
2026-06-19T12:09:03.640637777Z I0619 12:09:03.596433      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnetworkpolicies.cilium.io changed
2026-06-19T12:09:03.640641074Z I0619 12:09:03.597190      10 controller.go:231] Updating CRD OpenAPI spec because ciliuml2announcementpolicies.cilium.io changed
